time,gt_x,gt_y,gt_theta,kf_x,kf_y,kf_theta,ekf_x,ekf_y,ekf_theta,pf_x,pf_y,pf_theta
6.7009,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0006,-0.0180,0.0000
6.8002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0006,-0.0183,0.0000
6.9002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0020,-0.0184,0.0000
7.0045,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0008,-0.0184,0.0000
7.1003,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0003,-0.0186,0.0000
7.2005,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0012,-0.0186,0.0000
7.3002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0025,-0.0185,0.0000
7.4002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0024,-0.0186,0.0000
7.5003,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0031,-0.0186,0.0000
7.6003,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0047,-0.0188,0.0000
7.7001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0061,-0.0189,0.0000
7.8002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0050,-0.0189,0.0000
7.9002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0063,-0.0189,0.0000
8.0002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0075,-0.0190,0.0000
8.1002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0049,-0.0190,0.0000
8.2004,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0044,-0.0188,0.0000
8.3002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0065,-0.0188,0.0000
8.4004,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0073,-0.0188,0.0000
8.5002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0065,-0.0188,0.0000
8.6002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0050,-0.0190,0.0000
8.7003,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0018,-0.0192,0.0000
8.8044,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0009,-0.0191,0.0000
8.9002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0010,-0.0190,0.0000
9.0002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0015,-0.0189,0.0000
9.1004,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0021,-0.0189,0.0000
9.2006,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0028,-0.0191,0.0000
9.3002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0028,-0.0192,0.0000
9.4002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0037,-0.0191,0.0000
9.5002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0046,-0.0190,0.0000
9.6002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0065,-0.0191,0.0000
9.7058,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0066,-0.0189,0.0000
9.8002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0029,-0.0187,0.0000
9.9002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0017,-0.0186,0.0000
10.0002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0020,-0.0181,0.0000
10.1001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0002,-0.0181,0.0000
10.2002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0014,-0.0182,0.0000
10.3045,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0009,-0.0182,0.0000
10.4008,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0004,-0.0184,0.0000
10.5042,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0013,-0.0185,0.0000
10.6001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0005,-0.0185,0.0000
10.7004,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0003,-0.0187,0.0000
10.8049,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0016,-0.0187,0.0000
10.9002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0031,-0.0187,0.0000
11.0006,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0011,-0.0185,0.0000
11.1003,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0043,-0.0185,0.0000
11.2001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0045,-0.0184,0.0000
11.3003,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0055,-0.0185,0.0000
11.4001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0065,-0.0184,0.0000
11.5001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0078,-0.0184,0.0000
11.6001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0060,-0.0183,0.0000
11.7027,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0045,-0.0182,0.0000
11.8001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0027,-0.0182,0.0000
11.9062,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0033,-0.0183,0.0000
12.0005,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0015,-0.0182,0.0000
12.1002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0011,-0.0183,0.0000
12.2002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0003,-0.0182,0.0000
12.3001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0016,-0.0181,0.0000
12.4076,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0013,-0.0179,0.0000
12.5001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0010,-0.0178,0.0000
12.6002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0014,-0.0176,0.0000
12.7002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0015,-0.0174,0.0000
12.8001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0173,0.0000
12.9001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0002,-0.0172,0.0000
13.0001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0010,-0.0172,0.0000
13.1001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0019,-0.0173,0.0000
13.2001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0028,-0.0174,0.0000
13.3009,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0015,-0.0175,0.0000
13.4001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0015,-0.0175,0.0000
13.5003,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0018,-0.0175,0.0000
13.6001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0048,-0.0175,0.0000
13.7001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0032,-0.0174,0.0000
13.8003,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0026,-0.0173,0.0000
13.9001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0042,-0.0173,0.0000
14.0001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0032,-0.0172,0.0000
14.1001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0059,-0.0174,0.0000
14.2010,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0055,-0.0173,0.0000
14.3006,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0046,-0.0172,0.0000
14.4001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0035,-0.0171,0.0000
14.5001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0066,-0.0170,0.0000
14.6001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0074,-0.0171,0.0000
14.7005,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0066,-0.0171,0.0000
14.8001,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0037,-0.0172,0.0000
14.9002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0035,-0.0173,0.0000
15.0002,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0042,-0.0175,0.0000
15.1002,0.0002,-0.0000,0.0000,0.0001,-0.0000,0.0000,0.0041,-0.0000,0.0000,0.0041,-0.0173,0.0000
15.2003,0.0017,0.0000,0.0000,0.0008,0.0000,0.0000,0.0086,0.0000,0.0000,0.0129,-0.0172,0.0000
15.3002,0.0048,0.0000,0.0000,0.0029,0.0000,0.0000,0.0120,0.0000,0.0000,0.0209,-0.0174,0.0000
15.4006,0.0124,0.0000,0.0000,0.0089,0.0000,0.0000,0.0197,0.0000,0.0000,0.0369,-0.0172,0.0000
15.5002,0.0184,0.0000,0.0000,0.0146,0.0000,0.0000,0.0259,0.0000,0.0000,0.0455,-0.0171,0.0000
15.6013,0.0244,0.0000,0.0000,0.0205,0.0000,0.0000,0.0307,0.0000,0.0000,0.0537,-0.0171,0.0000
15.7002,0.0334,0.0000,0.0000,0.0296,0.0000,0.0000,0.0384,0.0000,0.0000,0.0604,-0.0171,0.0000
15.8003,0.0424,0.0000,0.0000,0.0391,0.0000,0.0000,0.0483,0.0000,0.0000,0.0692,-0.0170,0.0000
15.9002,0.0484,0.0000,0.0000,0.0453,0.0000,0.0000,0.0542,0.0000,0.0000,0.0772,-0.0169,0.0000
16.0001,0.0574,0.0000,0.0000,0.0545,0.0000,0.0000,0.0623,0.0000,0.0000,0.0847,-0.0169,0.0000
16.1002,0.0634,0.0000,0.0000,0.0606,0.0000,0.0000,0.0680,0.0000,0.0000,0.0898,-0.0169,0.0000
16.2002,0.0724,0.0000,0.0000,0.0702,0.0000,0.0000,0.0779,0.0000,0.0000,0.1035,-0.0169,0.0000
16.3001,0.0784,0.0000,0.0000,0.0764,0.0000,0.0000,0.0843,0.0000,0.0000,0.1136,-0.0170,0.0000
16.4050,0.0874,0.0000,0.0000,0.0854,0.0000,0.0000,0.0921,0.0000,0.0000,0.1230,-0.0170,0.0000
16.5001,0.0934,0.0000,0.0000,0.0916,0.0000,0.0000,0.0986,0.0000,0.0000,0.1321,-0.0167,0.0000
16.6004,0.1024,0.0000,0.0000,0.1011,0.0000,0.0000,0.1085,0.0000,0.0000,0.1435,-0.0166,0.0000
16.7002,0.1114,0.0000,0.0000,0.1093,0.0000,0.0000,0.1148,0.0000,0.0000,0.1468,-0.0164,0.0000
16.8002,0.1174,0.0000,0.0000,0.1157,0.0000,0.0000,0.1216,0.0000,0.0000,0.1534,-0.0163,0.0000
16.9002,0.1264,0.0000,0.0000,0.1250,0.0000,0.0000,0.1310,0.0000,0.0000,0.1618,-0.0161,0.0000
17.0001,0.1354,0.0000,0.0000,0.1341,0.0000,0.0000,0.1401,0.0000,0.0000,0.1726,-0.0161,0.0000
17.1005,0.1414,0.0000,0.0000,0.1406,0.0000,0.0000,0.1470,0.0000,0.0000,0.1791,-0.0162,0.0000
17.2004,0.1504,0.0000,0.0000,0.1489,0.0000,0.0000,0.1539,0.0000,0.0000,0.1899,-0.0159,0.0000
17.3001,0.1594,0.0000,0.0000,0.1585,0.0000,0.0000,0.1641,0.0000,0.0000,0.2024,-0.0156,0.0000
17.4001,0.1684,0.0000,0.0000,0.1675,0.0000,0.0000,0.1730,0.0000,0.0000,0.2111,-0.0154,0.0000
17.5003,0.1774,0.0000,0.0000,0.1761,0.0000,0.0000,0.1808,0.0000,0.0000,0.2175,-0.0153,0.0000
17.6011,0.1834,0.0000,0.0000,0.1823,0.0000,0.0000,0.1872,0.0000,0.0000,0.2252,-0.0153,0.0000
17.7001,0.1954,0.0000,0.0000,0.1942,0.0000,0.0000,0.1987,0.0000,0.0000,0.2379,-0.0153,0.0000
17.8001,0.2044,0.0000,0.0000,0.2033,0.0000,0.0000,0.2077,0.0000,0.0000,0.2471,-0.0152,0.0000
17.9002,0.2104,0.0000,0.0000,0.2101,0.0000,0.0000,0.2154,0.0000,0.0000,0.2521,-0.0153,0.0000
18.0014,0.2194,0.0000,0.0000,0.2195,0.0000,0.0000,0.2250,0.0000,0.0000,0.2554,-0.0152,0.0000
18.1002,0.2254,0.0000,0.0000,0.2253,0.0000,0.0000,0.2305,0.0000,0.0000,0.2638,-0.0157,0.0000
18.2002,0.2344,0.0000,0.0000,0.2340,0.0000,0.0000,0.2387,0.0000,0.0000,0.2725,-0.0155,0.0000
18.3002,0.2434,0.0000,0.0000,0.2432,0.0000,0.0000,0.2480,0.0000,0.0000,0.2812,-0.0151,0.0000
18.4001,0.2494,0.0000,0.0000,0.2491,0.0000,0.0000,0.2535,0.0000,0.0000,0.2846,-0.0148,0.0000
18.5001,0.2584,0.0000,0.0000,0.2582,0.0000,0.0000,0.2636,0.0000,0.0000,0.2956,-0.0146,0.0000
18.6001,0.2674,0.0000,0.0000,0.2666,0.0000,0.0000,0.2711,0.0000,0.0000,0.3022,-0.0142,0.0000
18.7007,0.2764,0.0000,0.0000,0.2757,0.0000,0.0000,0.2801,0.0000,0.0000,0.3111,-0.0139,0.0000
18.8001,0.2854,0.0000,0.0000,0.2819,0.0000,0.0000,0.2904,0.0000,0.0000,0.3146,-0.0139,0.0000
18.9004,0.2914,0.0000,0.0000,0.2911,0.0000,0.0000,0.2958,0.0000,0.0000,0.3270,-0.0135,0.0000
19.0007,0.3004,0.0000,0.0000,0.3001,0.0000,0.0000,0.3046,0.0000,0.0000,0.3341,-0.0132,0.0000
19.1001,0.3094,0.0000,0.0000,0.3096,0.0000,0.0000,0.3145,0.0000,0.0000,0.3462,-0.0132,0.0000
19.2002,0.3184,0.0000,0.0000,0.3178,0.0000,0.0000,0.3218,0.0000,0.0000,0.3537,-0.0128,0.0000
19.3001,0.3244,0.0000,0.0000,0.3241,0.0000,0.0000,0.3286,0.0000,0.0000,0.3636,-0.0126,0.0000
19.4001,0.3334,0.0000,0.0000,0.3337,0.0000,0.0000,0.3385,0.0000,0.0000,0.3729,-0.0123,0.0000
19.5004,0.3424,0.0000,0.0000,0.3418,0.0000,0.0000,0.3458,0.0000,0.0000,0.3819,-0.0121,0.0000
19.6002,0.3514,0.0000,0.0000,0.3511,0.0000,0.0000,0.3548,0.0000,0.0000,0.3898,-0.0121,0.0000
19.7002,0.3574,0.0000,0.0000,0.3579,0.0000,0.0000,0.3629,0.0000,0.0000,0.3983,-0.0121,0.0000
19.8001,0.3664,0.0000,0.0000,0.3656,0.0000,0.0000,0.3696,0.0000,0.0000,0.4035,-0.0120,0.0000
19.9001,0.3754,0.0000,0.0000,0.3747,0.0000,0.0000,0.3786,0.0000,0.0000,0.4079,-0.0115,0.0000
20.0001,0.3844,0.0000,0.0000,0.3843,0.0000,0.0000,0.3886,0.0000,0.0000,0.4183,-0.0115,0.0000
20.1002,0.3934,0.0000,0.0000,0.3930,0.0000,0.0000,0.3971,0.0000,0.0000,0.4286,-0.0115,0.0000
20.2003,0.3994,0.0000,0.0000,0.3994,0.0000,0.0000,0.4038,0.0000,0.0000,0.4367,-0.0112,0.0000
20.3002,0.4084,0.0000,0.0000,0.4087,0.0000,0.0000,0.4138,0.0000,0.0000,0.4470,-0.0110,0.0000
20.4001,0.4174,0.0000,0.0000,0.4176,0.0000,0.0000,0.4222,0.0000,0.0000,0.4562,-0.0108,0.0000
20.5044,0.4264,0.0000,0.0000,0.4262,0.0000,0.0000,0.4305,0.0000,0.0000,0.4628,-0.0107,0.0000
20.6002,0.4354,0.0000,0.0000,0.4353,0.0000,0.0000,0.4398,0.0000,0.0000,0.4735,-0.0105,0.0000
20.7002,0.4414,0.0000,0.0000,0.4411,0.0000,0.0000,0.4451,0.0000,0.0000,0.4798,-0.0103,0.0000
20.8001,0.4504,0.0000,0.0000,0.4508,0.0000,0.0000,0.4556,0.0000,0.0000,0.4905,-0.0099,0.0000
20.9002,0.4594,0.0000,0.0000,0.4597,0.0000,0.0000,0.4645,0.0000,0.0000,0.4988,-0.0097,0.0000
21.0001,0.4684,0.0000,0.0000,0.4684,0.0000,0.0000,0.4730,0.0000,0.0000,0.5040,-0.0097,0.0000
21.1002,0.4774,0.0000,0.0000,0.4772,0.0000,0.0000,0.4785,0.0000,0.0000,0.5141,-0.0096,0.0000
21.2001,0.4864,0.0000,0.0000,0.4857,0.0000,0.0000,0.4895,0.0000,0.0000,0.5204,-0.0096,0.0000
21.3001,0.4924,0.0000,0.0000,0.4922,0.0000,0.0000,0.4964,0.0000,0.0000,0.5307,-0.0098,0.0000
21.4001,0.5014,0.0000,0.0000,0.5014,0.0000,0.0000,0.5056,0.0000,0.0000,0.5419,-0.0098,0.0000
21.5001,0.5104,0.0000,0.0000,0.5099,0.0000,0.0000,0.5139,0.0000,0.0000,0.5503,-0.0098,0.0000
21.6004,0.5164,0.0000,0.0000,0.5161,0.0000,0.0000,0.5201,0.0000,0.0000,0.5550,-0.0098,0.0000
21.7001,0.5254,0.0000,0.0000,0.5256,0.0000,0.0000,0.5302,0.0000,0.0000,0.5681,-0.0096,0.0000
21.8001,0.5344,0.0000,0.0000,0.5344,0.0000,0.0000,0.5390,0.0000,0.0000,0.5755,-0.0097,0.0000
21.9001,0.5404,0.0000,0.0000,0.5405,0.0000,0.0000,0.5451,0.0000,0.0000,0.5841,-0.0097,0.0000
22.0004,0.5494,0.0000,0.0000,0.5488,0.0000,0.0000,0.5530,0.0000,0.0000,0.5901,-0.0096,0.0000
22.1002,0.5584,0.0000,0.0000,0.5583,0.0000,0.0000,0.5625,0.0000,0.0000,0.5999,-0.0094,0.0000
22.2001,0.5674,0.0000,0.0000,0.5675,0.0000,0.0000,0.5720,0.0000,0.0000,0.6103,-0.0092,0.0000
22.3031,0.5734,0.0000,0.0000,0.5734,0.0000,0.0000,0.5779,0.0000,0.0000,0.6163,-0.0089,0.0000
22.4001,0.5824,0.0000,0.0000,0.5824,0.0000,0.0000,0.5870,0.0000,0.0000,0.6280,-0.0087,0.0000
22.5002,0.5914,0.0000,0.0000,0.5912,0.0000,0.0000,0.5956,0.0000,0.0000,0.6316,-0.0085,0.0000
22.6001,0.6004,0.0000,0.0000,0.6003,0.0000,0.0000,0.6046,0.0000,0.0000,0.6425,-0.0083,0.0000
22.7002,0.6094,0.0000,0.0000,0.6090,0.0000,0.0000,0.6132,0.0000,0.0000,0.6467,-0.0082,0.0000
22.8002,0.6184,0.0000,0.0000,0.6179,0.0000,0.0000,0.6218,0.0000,0.0000,0.6548,-0.0082,0.0000
22.9003,0.6244,0.0000,0.0000,0.6246,0.0000,0.0000,0.6291,0.0000,0.0000,0.6663,-0.0083,0.0000
23.0004,0.6334,0.0000,0.0000,0.6336,0.0000,0.0000,0.6382,0.0000,0.0000,0.6737,-0.0084,0.0000
23.1002,0.6394,0.0000,0.0000,0.6398,0.0000,0.0000,0.6444,0.0000,0.0000,0.6796,-0.0083,0.0000
23.2004,0.6454,0.0000,0.0000,0.6461,0.0000,0.0000,0.6513,0.0000,0.0000,0.6849,-0.0083,0.0000
23.3002,0.6544,0.0000,0.0000,0.6554,0.0000,0.0000,0.6608,0.0000,0.0000,0.6918,-0.0083,0.0000
23.4084,0.6634,0.0000,0.0000,0.6626,0.0000,0.0000,0.6667,0.0000,0.0000,0.6971,-0.0083,0.0000
23.5052,0.6694,0.0000,0.0000,0.6696,0.0000,0.0000,0.6743,0.0000,0.0000,0.7057,-0.0083,0.0000
23.6002,0.6784,0.0000,0.0000,0.6789,0.0000,0.0000,0.6842,0.0000,0.0000,0.7150,-0.0082,0.0000
23.7002,0.6874,0.0000,0.0000,0.6871,0.0000,0.0000,0.6915,0.0000,0.0000,0.7235,-0.0082,0.0000
23.8001,0.6934,0.0000,0.0000,0.6935,0.0000,0.0000,0.6984,0.0000,0.0000,0.7323,-0.0083,0.0000
23.9025,0.7024,0.0000,0.0000,0.7023,0.0000,0.0000,0.7067,0.0000,0.0000,0.7429,-0.0083,0.0000
24.0002,0.7084,0.0000,0.0000,0.7085,0.0000,0.0000,0.7132,0.0000,0.0000,0.7499,-0.0082,0.0000
